#queryIndex	queryItem	stringId	preferredName	annotation
251	ATP synthase subunit d, mitochondrial	9606.ENSP00000301587	ATP5PD	ATP synthase subunit d, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the cent [...] 
253	Interleukin-1 receptor accessory protein	9606.ENSP00000314807	IL1RAP	Interleukin-1 receptor accessory protein; Coreceptor for IL1RL2 in the IL-36 signaling system (By similarity). Coreceptor with IL1R1 in the IL-1 signaling system. Associates with IL1R1 bound to IL1B to form the high affinity interleukin-1 receptor complex which mediates interleukin-1-dependent activation of NF-kappa-B and other pathways. Signaling involves the recruitment of adapter molecules such as TOLLIP, MYD88, and IRAK1 or IRAK2 via the respective TIR domains of the receptor/coreceptor subunits. Recruits TOLLIP to the signaling complex. Does not bind to interleukin-1 alone; bindin [...] 
254	CDK5 regulatory subunit-associated protein 3	9606.ENSP00000438886	CDK5RAP3	CDK5 regulatory subunit-associated protein 3; Probable tumor suppressor initially identified as a CDK5R1 interactor controlling cell proliferation. Negatively regulates NF-kappa-B-mediated gene transcription through the control of RELA phosphorylation. Also regulates mitotic G2/M transition checkpoint and mitotic G2 DNA damage checkpoint. Through its interaction with CDKN2A/ARF and MDM2 may induce MDM2-dependent p53/TP53 ubiquitination, stabilization and activation in the nucleus, thereby promoting G1 cell cycle arrest and inhibition of cell proliferation. May play a role in the unfold [...] 
255	Delta(24)-sterol reductase	9606.ENSP00000360316	DHCR24	Delta(24)-sterol reductase; Catalyzes the reduction of the delta-24 double bond of sterol intermediates during cholesterol biosynthesis. In addition to its cholesterol-synthesizing activity, can protects cells from oxidative stress by reducing caspase 3 activity during apoptosis induced by oxidative stress. Also protects against amyloid-beta peptide-induced apoptosis.
256	Acylglycerol kinase, mitochondrial	9606.ENSP00000497280	AGK	Acylglycerol kinase, mitochondrial; Lipid kinase that can phosphorylate both monoacylglycerol and diacylglycerol to form lysophosphatidic acid (LPA) and phosphatidic acid (PA), respectively. Does not phosphorylate sphingosine. Phosphorylates ceramide (By similarity). Phosphorylates 1,2-dioleoylglycerol more rapidly than 2,3- dioleoylglycerol (By similarity). Independently of its lipid kinase activity, acts as a component of the TIM22 complex. The TIM22 complex mediates the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane by forming a twin- [...] 
257	Protein FAM3C	9606.ENSP00000353025	FAM3C	Protein FAM3C; May be involved in retinal laminar formation. Promotes epithelial to mesenchymal transition.
258	Laminin subunit gamma-1	9606.ENSP00000258341	LAMC1	Laminin subunit gamma-1; Binding to cells via a high affinity receptor, laminin is thought to mediate the attachment, migration and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components.
259	Protein arginine N-methyltransferase 1	9606.ENSP00000406162	PRMT1	Protein arginine N-methyltransferase 1; Arginine methyltransferase that methylates (mono and asymmetric dimethylation) the guanidino nitrogens of arginyl residues present in proteins such as ESR1, histone H2, H3 and H4, ILF3, HNRNPA1, HNRNPD, NFATC2IP, SUPT5H, TAF15, EWS, HABP4 and SERBP1. Constitutes the main enzyme that mediates monomethylation and asymmetric dimethylation of histone H4 'Arg-4' (H4R3me1 and H4R3me2a, respectively), a specific tag for epigenetic transcriptional activation. May be involved in the regulation of TAF15 transcriptional activity, act as an activator of estr [...] 
260	Ragulator complex protein LAMTOR2	9606.ENSP00000357288	LAMTOR2	Ragulator complex protein LAMTOR2; As part of the Ragulator complex it is involved in amino acid sensing and activation of mTORC1, a signaling complex promoting cell growth in response to growth factors, energy levels, and amino acids. Activated by amino acids through a mechanism involving the lysosomal V- ATPase, the Ragulator functions as a guanine nucleotide exchange factor activating the small GTPases Rag. Activated Ragulator and Rag GTPases function as a scaffold recruiting mTORC1 to lysosomes where it is in turn activated. Adapter protein that enhances the efficiency of the MAP k [...] 
261	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	9606.ENSP00000359871	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial; Acyl-CoA dehydrogenase specific for acyl chain lengths of 4 to 16 that catalyzes the initial step of fatty acid beta-oxidation. Utilizes the electron transfer flavoprotein (ETF) as an electron acceptor to transfer electrons to the main mitochondrial respiratory chain via ETF-ubiquinone oxidoreductase (ETF dehydrogenase).
262	Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial	9606.ENSP00000419325	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial; GTP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit.
263	Protein MEMO1	9606.ENSP00000295065	MEMO1	Protein MEMO1; May control cell migration by relaying extracellular chemotactic signals to the microtubule cytoskeleton. Mediator of ERBB2 signaling. The MEMO1-RHOA-DIAPH1 signaling pathway plays an important role in ERBB2-dependent stabilization of microtubules at the cell cortex. It controls the localization of APC and CLASP2 to the cell membrane, via the regulation of GSK3B activity. In turn, membrane-bound APC allows the localization of the MACF1 to the cell membrane, which is required for microtubule capture and stabilization. Is required for breast carcinoma cell migration.
264	RNA-binding protein 4	9606.ENSP00000386894	RBM4	RNA-binding protein 4; RNA-binding factor involved in multiple aspects of cellular processes like alternative splicing of pre-mRNA and translation regulation. Modulates alternative 5'-splice site and exon selection. Acts as a muscle cell differentiation-promoting factor. Activates exon skipping of the PTB pre-mRNA during muscle cell differentiation. Antagonizes the activity of the splicing factor PTBP1 to modulate muscle cell-specific exon selection of alpha tropomyosin. Binds to intronic pyrimidine-rich sequence of the TPM1 and MAPT pre-mRNAs. Required for the translational activation [...] 
265	Hematopoietic lineage cell-specific protein	9606.ENSP00000320176	HCLS1	Hematopoietic lineage cell-specific protein; Substrate of the antigen receptor-coupled tyrosine kinase. Plays a role in antigen receptor signaling for both clonal expansion and deletion in lymphoid cells. May also be involved in the regulation of gene expression.
266	Nuclear receptor corepressor 2	9606.ENSP00000384018	NCOR2	Nuclear receptor corepressor 2; Transcriptional corepressor. Mediates the transcriptional repression activity of some nuclear receptors by promoting chromatin condensation, thus preventing access of the basal transcription. Isoform 1 and isoform 4 have different affinities for different nuclear receptors. Involved in the regulation BCL6-dependent of the germinal center (GC) reactions, mainly through the control of the GC B-cells proliferation and survival. Recruited by ZBTB7A to the androgen response elements/ARE on target genes, negatively regulates androgen receptor signaling and and [...] 
267	ATP-dependent 6-phosphofructokinase, platelet type	9606.ENSP00000370517	PFKP	ATP-dependent 6-phosphofructokinase, platelet type; Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis; Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Eukaryotic two domain clade 'E' sub-subfamily.
268	Actin-related protein 10	9606.ENSP00000254286	ACTR10	Actin related protein 10; Belongs to the actin family.
269	CD63 antigen	9606.ENSP00000447730	CD63	CD63 antigen; Functions as cell surface receptor for TIMP1 and plays a role in the activation of cellular signaling cascades. Plays a role in the activation of ITGB1 and integrin signaling, leading to the activation of AKT, FAK/PTK2 and MAP kinases. Promotes cell survival, reorganization of the actin cytoskeleton, cell adhesion, spreading and migration, via its role in the activation of AKT and FAK/PTK2. Plays a role in VEGFA signaling via its role in regulating the internalization of KDR/VEGFR2. Plays a role in intracellular vesicular transport processes, and is required for normal tr [...] 
270	Transient receptor potential cation channel subfamily V member 2	9606.ENSP00000352358	TRPV6	Transient receptor potential cation channel subfamily V member 6; Calcium selective cation channel that mediates Ca(2+) uptake in various tissues, including the intestine. Important for normal Ca(2+) ion homeostasis in the body, including bone and skin (By similarity). The channel is activated by low internal calcium level, probably including intracellular calcium store depletion, and the current exhibits an inward rectification. Inactivation includes both a rapid Ca(2+)-dependent and a slower Ca(2+)-calmodulin-dependent mechanism; the latter may be regulated by phosphorylation. In vit [...] 
271	Ethylmalonyl-CoA decarboxylase	9606.ENSP00000436585	ECHDC1	Ethylmalonyl-CoA decarboxylase; Decarboxylates ethylmalonyl-CoA, a potentially toxic metabolite, to form butyryl-CoA, suggesting it might be involved in metabolite proofreading. Also has methylmalonyl-CoA decarboxylase activity at lower level (By similarity).
272	E3 UFM1-protein ligase 1	9606.ENSP00000358283	UFL1	E3 UFM1-protein ligase 1; E3 protein ligase that mediates ufmylation, the covalent attachment of the ubiquitin-like modifier UFM1 to substrate proteins, a post-translational modification on lysine residues of proteins that may play a crucial role in a number of cellular processes. Mediates DDRGK1 ufmylation and may regulate the proteasomal degradation of DDRGK1 and CDK5RAP3 thereby modulating NF-kappa-B signaling. May also play a role in nuclear receptor-mediated transcription through TRIP4 ufmylation. May play a role in the unfolded protein response, mediating the ufmylation of multip [...] 
273	Histone-binding protein RBBP4	9606.ENSP00000362592	RBBP4	Histone-binding protein RBBP4; Core histone-binding subunit that may target chromatin assembly factors, chromatin remodeling factors and histone deacetylases to their histone substrates in a manner that is regulated by nucleosomal DNA. Component of several complexes which regulate chromatin metabolism. These include the chromatin assembly factor 1 (CAF-1) complex, which is required for chromatin assembly following DNA replication and DNA repair; the core histone deacetylase (HDAC) complex, which promotes histone deacetylation and consequent transcriptional repression; the nucleosome re [...] 
